Gene	PDX080	PDX085	PDX090	PDX089	PDX092	PDX323	PDX641	PDX644
ALDH1L1-AS2	0	0	0	0	0	0	0	0
ALDH1L2	319	94	222	284	514	405	642	611
ALDH2	10	3	12	15	5	5	5	4
ALDH3A1	0	6	3	2	3	0	1	5
ALDH3A2	1377	1010	568	654	802	664	818	644
ALDH3B1	43	15	24	26	28	15	35	25
ALDH3B2	473	718	317	355	230	221	197	231
ALDH4A1	244	147	122	152	154	91	187	173
ALDH5A1	675	677	751	851	1398	1170	1449	1340
ALDH6A1	215	239	107	130	138	127	129	132
ALDH7A1	600	703	789	821	891	786	502	508
ALDH8A1	132	105	212	261	126	107	64	29
ALDH9A1	1802	1330	924	1119	1417	1114	1270	1025
ALDOA	16720	10636	6898	9627	9448	9085	10441	7164
ALDOB	0	0	1	2	1	0	0	0
ALDOC	206	96	51	55	61	66	88	66
ALG1	345	228	215	289	382	270	306	276
ALG10	442	461	353	368	452	363	386	386
ALG10B	2248	3129	2665	2743	3423	2450	2733	2735
ALG11	138	119	158	164	119	162	109	73
ALG12	504	435	387	445	482	399	446	328
ALG13	1022	1101	1247	1339	1370	1176	853	736
ALG14	187	142	132	123	193	141	146	132
ALG1L	9	8	7	8	14	5	10	12
ALG1L2	5	3	1	1	0	1	4	0
ALG1L9P	7	13	13	16	18	9	23	9
ALG2	683	511	579	650	714	581	669	613
ALG3	210	176	169	189	202	146	198	149
ALG5	424	462	352	308	453	318	355	428
ALG6	409	439	321	335	432	278	379	351
ALG8	631	594	580	511	522	403	519	478
ALG9	372	305	244	293	381	257	324	273
ALK	0	0	2	2	0	2	1	3
ALKBH1	129	106	89	106	100	93	98	84
ALKBH2	157	126	120	126	179	146	181	180
ALKBH3	143	4	6	15	13	28	2	0
ALKBH3-AS1	0	0	0	0	0	0	0	0
ALKBH4	199	150	155	164	203	168	203	182
ALKBH5	1865	1264	1475	1511	1730	1416	1725	1606
ALKBH6	204	145	165	162	178	185	248	166
ALKBH7	228	108	104	141	192	122	230	176
ALKBH8	266	259	225	226	274	223	214	190
ALLC	0	0	0	0	0	0	1	0
ALMS1	4478	3663	4316	5006	4738	4175	3996	2821
ALMS1P1	44	41	27	50	36	38	17	9
ALOX12	0	0	2	1	1	2	1	0
ALOX12-AS1	67	72	72	85	67	92	60	33
ALOX12B	3	0	2	1	0	2	5	1
ALOX12P2	1	1	4	8	2	4	3	6
ALOX15	21	6	25	22	30	32	26	10
ALOX15B	2	0	0	0	0	0	0	0
ALOX15P1	1	5	4	5	4	3	6	2
ALOX5	8	8	12	15	13	5	8	12
ALOX5AP	3	0	4	1	2	2	7	6
ALOXE3	7	5	3	0	2	2	2	2
ALPI	3	2	13	12	6	4	1	4
ALPK1	128	122	117	193	232	242	282	155
ALPK2	0	0	0	0	0	0	0	0
ALPK3	20	21	21	31	28	20	13	12
ALPL	104	132	10	13	10	11	29	22
ALPP	0	0	0	0	0	0	0	0
ALPPL2	0	0	2	1	0	0	0	0
ALS2	1593	1137	1204	1402	1480	1238	1451	1106
ALS2CL	88	45	63	85	76	79	109	91
ALS2CR11	2	1	3	0	1	0	0	0
ALS2CR12	27	12	24	29	13	19	19	9
ALX1	1	0	10	6	1	4	5	0
ALX3	0	1	1	1	0	1	1	0
ALX4	0	1	1	2	1	0	0	0
ALYREF	1742	1229	1505	1544	1511	1227	1679	1375
AMACR	734	643	489	758	846	620	804	622
AMBN	0	0	0	0	0	0	0	0
AMBP	6	12	17	27	20	27	14	15
AMBRA1	579	508	552	666	643	617	703	545
AMD1	1034	950	1199	1211	1449	950	1661	1594
AMDHD1	80	91	16	8	4	7	1	4
AMDHD2	162	142	76	135	111	97	94	55
AMELX	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0
AMER1	144	135	340	381	388	347	264	216
AMER2	0	0	0	0	0	0	0	0
AMER3	401	302	502	597	720	633	683	557
AMFR	7024	7849	7105	8623	7112	6657	5696	5657
AMH	36	29	72	103	36	41	30	24
AMHR2	0	0	0	0	0	0	0	0
AMIGO1	39	21	70	65	141	110	156	133
AMIGO2	4154	2360	502	479	645	546	1312	1078
AMIGO3	53	37	52	60	62	35	58	47
AMMECR1	151	135	203	179	216	187	206	200
AMMECR1L	602	564	615	703	760	685	589	554
AMN	0	0	0	0	0	0	1	0
AMN1	351	382	363	371	550	363	494	512
AMOT	118	61	93	129	134	107	97	64
AMOTL1	31	43	49	49	59	63	68	39
AMOTL2	156	95	163	172	185	149	380	295
AMPD1	0	0	0	1	1	3	1	1
AMPD2	350	267	262	298	387	293	487	372
AMPD3	35	28	52	36	66	47	38	68
AMPH	2	7	13	16	11	10	19	30
AMT	43	41	38	47	46	62	50	17
AMTN	4	7	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	0	0	0	0
AMY2B	116	161	138	168	181	164	151	111
AMZ1	95	78	300	329	442	299	390	372
AMZ2	1771	1513	1456	1536	2136	1566	2093	1902
AMZ2P1	370	397	286	304	385	328	362	341
ANAPC1	617	448	448	482	520	406	528	389
ANAPC10	168	251	266	235	274	200	196	252
ANAPC11	1436	1271	890	1070	1354	955	1491	1347
ANAPC13	624	734	603	654	879	678	1038	892
ANAPC15	165	100	84	101	145	79	145	111
ANAPC16	2369	1931	1546	1723	2130	1735	2056	1879
ANAPC1P1	0	14	0	0	0	0	0	1
ANAPC2	155	174	209	290	193	222	167	126
ANAPC4	910	929	968	1128	1153	977	981	750
ANAPC5	4694	3967	3195	3392	4275	3354	4023	3213
ANAPC7	1134	889	1068	1141	1084	895	951	813
ANG	31	31	13	19	30	27	26	29
ANGEL1	272	210	163	204	255	245	215	150
ANGEL2	1965	1897	1764	1746	2235	1805	2270	1988
ANGPT1	8	16	40	30	117	113	91	155
ANGPT2	4	5	3	0	2	0	2	3
ANGPT4	1	0	14	15	16	6	0	1
ANGPTL1	1	2	0	1	0	0	1	0
ANGPTL2	22	10	33	32	18	16	20	22
ANGPTL3	0	0	0	0	2	3	2	13
ANGPTL4	1	0	0	0	1	0	0	0
ANGPTL5	0	0	0	0	0	0	1	0
ANGPTL6	0	1	2	2	2	2	3	1
ANGPTL7	1	1	4	0	3	3	2	0
ANGPTL8	1	1	0	1	0	2	1	0
ANHX	0	0	0	0	0	0	0	0
ANK1	34	51	27	61	91	59	154	114
ANK2	394	536	1546	1723	2082	1595	1852	1701
ANK3	2291	1900	1173	1246	1506	1347	1066	924
ANKAR	187	142	135	157	179	144	134	131
ANKDD1A	9	4	17	21	23	23	7	6
ANKDD1B	39	35	54	61	47	52	36	24
ANKEF1	1195	1029	498	533	775	556	912	883
ANKFN1	4	3	22	26	40	28	4	9
ANKFY1	1220	989	1527	1818	1709	1534	881	798
ANKH	100	74	168	164	323	255	960	1160
ANKHD1	170	189	157	218	209	190	133	103
ANKHD1-EIF4EBP3	14	14	14	16	12	12	11	3
ANKIB1	4140	3378	3058	3288	3909	2989	2773	2820
ANKK1	8	9	2	3	3	3	3	2
ANKLE1	8	7	18	24	15	15	17	5
ANKLE2	1487	1446	1303	1523	1624	1180	1277	1065
ANKMY1	510	277	347	510	447	397	330	255
ANKMY2	488	417	402	420	597	473	658	566
ANKRA2	634	608	414	489	662	514	622	524
ANKRD1	3	2	0	3	0	0	0	1
ANKRD10	1523	1365	1084	1320	1449	1145	1147	883
ANKRD11	625	552	1019	1547	991	1035	553	471
ANKRD12	2027	2330	2050	2434	2525	2068	1643	1813
ANKRD13A	757	717	646	758	887	816	593	455
ANKRD13B	211	152	387	529	389	385	355	244
ANKRD13C	918	890	929	866	1159	873	745	840
ANKRD13D	282	211	286	383	337	313	325	242
ANKRD16	198	127	149	235	249	213	258	187
ANKRD17	3738	3424	3745	4036	3996	3523	2938	2842
ANKRD18A	10	10	27	25	28	20	16	17
ANKRD18B	5	6	13	12	4	8	7	10
ANKRD18DP	0	0	1	0	0	1	1	0
ANKRD19P	19	5	12	19	22	17	9	5
ANKRD2	2	1	14	4	14	2	6	9
ANKRD20A11P	5	3	5	0	2	2	0	5
ANKRD20A12P	0	0	0	0	1	0	0	0
ANKRD20A19P	4	1	3	3	2	2	1	1
ANKRD20A3	0	1	0	1	2	0	2	1
ANKRD20A4	3	5	2	3	4	2	1	2
ANKRD20A5P	39	42	41	53	30	20	14	19
ANKRD20A8P	6	9	23	14	15	19	5	4
ANKRD20A9P	134	187	220	233	235	181	155	121
ANKRD22	118	92	36	41	55	43	33	26
ANKRD23	110	147	243	311	233	237	152	84
ANKRD24	18	15	24	28	29	33	30	19
ANKRD26	1337	1791	1794	1961	1855	1626	1068	915
ANKRD26P1	9	3	4	1	3	3	0	1
ANKRD26P3	0	0	0	0	0	0	0	0
ANKRD27	751	734	1052	1161	1095	945	1028	824
ANKRD28	1884	2127	1104	1264	1648	1211	1287	1277
ANKRD29	88	71	204	237	244	188	260	265
ANKRD30A	11570	24908	21735	22719	27418	23858	19563	15122
ANKRD30B	187	871	335	342	348	241	238	374
ANKRD30BL	666	646	842	1569	814	703	108	80
ANKRD30BP2	3	2	1	1	1	0	2	0
ANKRD30BP3	0	2	1	1	0	0	0	0
ANKRD31	69	60	39	57	88	86	69	56
ANKRD33	0	0	1	2	3	1	0	1
ANKRD33B	8	8	5	5	7	5	5	1
ANKRD34A	12	2	10	12	10	12	23	11
ANKRD34B	0	0	1	0	0	0	0	0
ANKRD34C	0	1	0	0	2	0	0	1
ANKRD34C-AS1	0	0	0	0	0	0	0	0
ANKRD35	0	0	0	2	2	1	2	4
ANKRD36	2408	2796	2905	3353	3280	2792	2141	1612
ANKRD36B	722	619	620	782	770	705	553	369
ANKRD36BP1	0	3	1	1	2	0	0	0
ANKRD36BP2	2	2	1	2	3	2	0	4
ANKRD37	33	22	16	26	27	34	28	31
ANKRD39	169	103	140	208	221	186	183	157
ANKRD40	2532	2387	1708	1911	2071	1673	2247	2045
ANKRD42	510	370	448	446	535	487	534	488
ANKRD44	306	189	205	195	244	166	241	200
ANKRD45	2	4	6	6	8	0	3	4
ANKRD46	1570	1671	1199	1264	1728	1341	1648	1827
ANKRD49	347	310	270	298	357	263	317	291
ANKRD50	5946	6278	13740	15524	21142	16237	15500	16347
ANKRD52	1098	895	1010	1222	1043	930	604	516
ANKRD53	5	2	7	4	4	5	2	2
ANKRD54	229	198	287	294	379	283	353	347
ANKRD55	0	1	0	0	1	0	0	0
ANKRD6	49	71	24	24	44	31	39	16
ANKRD61	1	1	3	3	1	2	2	1
ANKRD62	9	11	0	3	1	6	3	1
ANKRD62P1-PARP4P3	1	0	0	1	1	0	0	0
ANKRD63	0	0	0	0	0	0	0	1
ANKRD65	1	1	0	0	1	1	0	1
ANKRD66	0	0	0	0	0	0	0	0
ANKRD7	0	1	2	3	2	1	1	1
ANKRD9	136	74	52	79	67	55	76	43
ANKS1A	516	422	506	697	614	475	556	481
ANKS1B	2276	1539	962	1365	1336	1027	1820	1306
ANKS3	295	255	335	481	359	338	311	210
ANKS4B	1	0	2	0	22	23	9	27
ANKS6	448	404	185	280	343	251	375	308
ANKUB1	0	0	0	1	0	0	0	0
ANKZF1	1353	856	883	1196	1011	918	1045	519
ANLN	1287	1420	749	568	344	229	308	475
ANO1	148	207	1275	1435	1947	1672	1462	1265
ANO10	424	328	381	421	477	378	319	242
ANO2	75	90	9	13	8	9	12	5
ANO3	5	3	4	0	1	1	6	3
ANO4	20	44	202	280	402	414	703	554
ANO5	0	0	0	0	0	0	0	0
ANO6	2269	1820	1804	1989	2714	2143	2079	1686
ANO7	26	17	14	26	18	22	21	7
ANO8	153	165	230	342	318	271	224	177
ANO9	157	105	165	263	189	164	132	80
ANOS1	667	1038	99	121	161	154	188	229
ANP32A	1325	1013	1057	1159	1258	979	1715	1543
ANP32A-IT1	80	121	180	201	130	127	78	46
ANP32AP1	71	55	58	82	78	66	115	103
ANP32B	229	289	294	382	349	284	218	237
ANP32C	52	35	44	44	56	38	49	52
ANP32D	2	3	2	7	5	1	6	4
ANP32E	524	697	974	791	909	747	764	1019
ANPEP	2	0	0	3	2	0	0	0
ANTXR1	12	9	7	10	18	9	13	19
ANTXR2	53	88	318	352	732	565	483	494
ANXA1	18	15	25	18	20	16	41	32
ANXA10	0	0	0	0	1	1	4	14
ANXA11	688	581	422	598	460	400	470	426
ANXA13	0	0	0	0	0	0	0	0
ANXA2	2651	1204	673	1107	643	502	544	446
ANXA2P1	83	37	41	39	33	24	19	18
ANXA2P2	2147	930	500	742	502	399	316	311
ANXA2P3	291	180	100	137	84	60	65	66
ANXA2R	14	12	12	14	12	19	12	11
ANXA3	28	40	13	24	12	11	9	10
ANXA4	365	306	233	354	293	289	258	186
ANXA5	2028	1843	1739	2081	2334	1965	2654	2333
ANXA6	3311	2527	2704	2656	2117	1639	1603	1435
ANXA7	3517	2509	1883	2137	2533	2029	2654	2272
ANXA8	0	0	0	2	1	1	0	1
ANXA9	124	69	65	98	83	87	76	83
AOAH	1	1	0	0	0	1	6	2
AOAH-IT1	0	0	0	0	0	0	0	0
AOC1	7	6	44	42	57	57	28	41
AOC2	14	32	30	38	24	31	23	24
AOC3	3	1	13	11	3	3	2	3
AOC4P	0	0	0	1	0	0	0	0
AOX1	44	27	26	17	36	26	75	51
AOX2P	13	14	5	4	1	5	4	0
AP1AR	1721	1759	986	1074	1260	953	1008	1163
AP1B1	1424	995	1321	1556	1812	1533	1492	1220
AP1B1P1	2	0	0	0	0	0	0	0
AP1G1	6698	6917	4031	4435	4483	3696	3089	2792
AP1G2	845	687	704	1047	791	788	617	326
AP1M1	263	190	280	267	356	264	392	297
AP1M2	2353	1586	1252	1417	1615	1224	1518	1260
AP1S1	1370	869	824	916	1269	950	1529	1201
AP1S2	239	230	171	199	219	160	202	204
AP1S3	190	143	215	227	161	129	133	151
AP2A1	1124	1036	856	983	892	808	693	586
AP2A2	1001	684	1064	1254	1243	995	1013	744
AP2B1	6030	6230	5150	5585	6310	5221	4193	4565
AP2M1	2226	1659	1834	2246	2429	1922	2380	2136
AP2S1	1109	585	436	540	637	446	631	507
AP3B1	2494	1905	2465	2661	2998	2513	2271	2097
AP3B2	1014	834	883	1284	1197	1047	1055	740
AP3D1	1854	1319	1303	1585	1486	1391	1540	1202
AP3M1	2305	2147	2352	2307	2897	2336	2566	2503
AP3M2	1629	1530	1169	1262	1848	1413	2123	1602
AP3S1	1996	1034	1242	1176	1276	1100	1045	1044
AP3S2	31	25	15	36	19	22	22	15
AP4B1	234	246	272	304	280	259	309	227
AP4B1-AS1	1	1	2	1	1	1	2	0
AP4E1	796	670	789	774	885	669	601	629
AP4M1	318	264	386	433	413	391	527	336
AP4S1	224	211	276	276	303	301	396	376
AP5B1	254	188	178	296	229	258	298	209
AP5M1	498	483	410	419	578	463	463	434
AP5S1	189	179	133	162	162	154	173	148
AP5Z1	202	156	146	207	179	164	159	129
APAF1	1084	913	1224	1559	1353	1265	1014	781
APBA1	24	22	69	71	143	131	200	177
APBA2	1	0	3	0	1	1	1	0
APBA3	117	94	61	99	93	91	118	68
APBB1	55	58	29	32	121	81	583	525
APBB1IP	6	10	22	16	13	9	18	12
APBB2	1031	735	740	978	976	795	1280	1135
APBB3	168	136	228	313	317	322	345	202
APC	5590	5097	5432	5681	7162	5499	4804	4946
APC2	43	45	40	69	46	54	65	85
APCDD1	16	20	19	20	70	101	15	12
APCDD1L	0	0	2	4	3	4	1	0
APCDD1L-AS1	8	5	15	23	18	14	5	5
APCS	0	0	0	0	0	0	0	0
APEH	1130	829	749	864	895	755	893	722
APELA	0	1	2	1	2	1	1	5
APEX1	1550	1436	1940	2396	2472	1982	2702	2432
APEX2	167	124	124	136	162	114	163	116
APH1A	2155	1387	878	1060	1365	986	1807	1274
APH1B	750	729	344	436	672	470	1016	830
API5	1343	1241	1202	1214	1546	1158	1523	1516
APIP	196	170	125	137	178	155	145	157
APITD1	37	62	58	34	48	54	68	82
APITD1-CORT	33	38	46	45	59	58	79	77
APLF	4	3	11	8	6	4	8	9
APLN	56	20	11	11	2	5	14	7
APLNR	2	1	1	1	0	0	8	4
APLP1	433	491	855	1005	2319	1735	1700	1710
APLP2	4846	8653	2176	2473	2190	1539	2570	2307
APMAP	2810	2275	1076	1359	1776	1346	1894	1626
APOA1	0	0	108	139	253	224	114	191
APOA2	0	0	0	0	0	0	0	0
APOA4	0	0	0	0	0	0	0	1
APOA5	0	0	0	0	1	0	1	0
APOB	0	0	0	0	0	0	0	3
APOBEC1	0	1	0	0	0	0	1	0
APOBEC2	1	0	0	1	0	0	0	0
APOBEC3A	3	0	0	0	0	0	0	0
APOBEC3A_B	0	0	0	0	0	0	0	0
APOBEC3B	59	40	30	20	12	9	22	15
APOBEC3C	0	3	1	3	4	0	3	1
APOBEC3D	1	0	2	1	1	1	0	0
APOBEC3F	10	5	11	12	9	6	12	7
APOBEC3G	1	0	0	1	1	1	0	0
APOBEC3H	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0	0	0	0
APOBR	3	7	1	1	2	3	3	0
APOC1	18	27	61	58	72	57	11	33
APOC1P1	0	0	0	0	0	0	0	1
APOC2	0	0	0	0	0	0	0	0
APOC3	0	0	0	0	1	2	2	3
APOC4-APOC2	0	0	2	1	1	0	0	0
APOD	48	1	9	8	24	29	67	43
APOE	37	19	221	199	230	250	48	94
APOF	2	0	0	1	0	0	2	0
APOH	0	0	0	0	0	0	0	2
APOL1	2	2	7	3	11	5	88	85
APOL2	356	344	257	307	317	315	596	434
APOL3	25	34	6	1	4	6	14	8
APOL4	15	18	73	63	124	70	180	178
APOL5	0	0	0	0	0	0	0	0
APOL6	28	10	3	4	11	9	15	10
APOLD1	316	315	114	124	189	117	238	309
APOM	5	3	0	10	9	5	0	5
APOO	143	125	103	96	146	101	122	126
APOOL	892	928	809	916	985	867	779	720
APOOP5	13	6	12	7	14	11	2	2
APOPT1	109	105	146	158	197	178	198	184
APP	6662	6418	6174	7372	7958	6583	10615	11151
APPBP2	3504	2989	2600	2731	3874	2871	3814	3524
APPL1	2369	2076	1742	1785	2323	1954	2047	2234
APPL2	980	936	535	738	787	619	784	570
APRT	800	497	454	493	619	468	519	361
APTR	177	224	138	157	161	130	122	117
APTX	678	544	572	637	664	570	622	520
AQP1	10	9	442	309	310	337	75	137
AQP10	0	0	8	3	3	0	0	0
AQP11	108	119	47	36	45	44	42	38
AQP12A	0	0	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0	0	1
AQP2	0	0	0	0	0	0	0	0
AQP3	339	76	49	52	100	110	140	153
AQP4	39	12	29	18	39	35	23	40
AQP4-AS1	1	1	5	8	3	6	10	8
AQP5	0	0	2	6	4	1	3	4
AQP6	1	0	2	2	7	5	10	15
AQP7	2	2	1	6	4	9	4	5
AQP7P1	2	2	4	10	7	5	2	3
AQP7P3	0	0	0	0	0	0	0	0
AQP8	0	0	2	2	0	0	1	0
AQP9	0	0	0	0	0	0	0	0
AQR	2466	2247	2028	2242	2454	1905	1989	1789
AR	4300	4172	2282	2634	2955	2449	2065	1819
ARAF	266	182	223	262	279	236	219	184
ARAP1	1009	767	826	1059	991	931	1033	745
ARAP2	199	178	290	350	415	316	337	335
ARAP3	114	35	80	84	86	76	70	59
ARC	31	11	150	520	183	194	128	113
ARCN1	1664	2137	2352	2268	2779	2154	2777	2653
AREG	3	3	7	7	13	1	5	9
AREL1	548	399	497	605	617	468	586	440
ARF1	12284	7163	7456	9521	10757	8681	11523	10179
ARF3	4105	3360	3162	3689	4447	3805	4890	4264
ARF4	1192	778	947	1031	1188	909	997	1031
ARF5	1466	839	1016	1248	1510	1216	1253	904
ARF6	2462	2210	2426	2383	2752	2455	1730	1664
ARFGAP1	1485	1048	1169	1433	1443	1326	1476	1029
ARFGAP2	1254	773	629	753	863	661	956	738
ARFGAP3	1140	715	1127	1412	1706	1519	1308	1175
ARFGEF1	23764	19316	20366	23350	29110	23085	19654	18152
ARFGEF2	8715	8608	4367	5573	6963	5577	6500	5980
ARFGEF3	14227	13541	7147	7492	10309	8420	9327	7886
ARFIP1	690	1148	953	925	1244	821	1119	1113
ARFIP2	1497	987	509	663	749	556	671	612
ARFRP1	465	364	301	464	429	403	402	295
ARG1	0	1	0	0	0	0	0	0
ARG2	6	9	8	14	6	4	14	14
ARGFX	0	0	0	0	0	0	0	0
ARGFXP2	0	0	0	0	2	0	0	0
ARGLU1	2365	2379	2172	2231	2646	2254	2455	1985
ARHGAP1	717	587	483	544	552	512	531	454
ARHGAP10	106	108	64	56	68	36	63	58
ARHGAP11A	1237	1619	1108	664	576	354	435	564
ARHGAP11B	83	83	69	46	39	37	40	24
ARHGAP12	1244	1137	1271	1376	1810	1439	1508	1452
ARHGAP15	19	28	11	9	3	7	25	14
ARHGAP17	603	663	658	939	700	674	404	326
ARHGAP18	155	95	169	204	324	265	173	159
ARHGAP19	263	262	233	213	196	157	180	134
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0
ARHGAP20	0	0	0	0	0	0	0	0
ARHGAP21	735	627	717	826	885	802	780	682
ARHGAP22	2	1	9	5	13	12	12	8
ARHGAP23	103	107	182	276	212	164	282	221
ARHGAP24	34	19	22	24	24	19	30	29
ARHGAP25	1	0	0	0	1	0	2	1
ARHGAP26	71	36	133	158	193	159	217	167
ARHGAP26-AS1	0	0	0	1	0	0	0	0
ARHGAP27	338	211	144	213	195	179	182	104
ARHGAP28	0	0	0	0	1	0	0	4
ARHGAP29	891	866	444	442	386	294	158	198
ARHGAP30	30	24	39	55	26	37	26	18
ARHGAP31	16	11	26	52	57	38	39	35
ARHGAP32	3082	6359	5538	6205	5755	4764	3363	2476
ARHGAP33	96	105	140	215	178	179	124	74
ARHGAP35	6038	5166	3308	4040	3976	3426	3140	3187
ARHGAP36	0	0	9	4	1	5	2	5
ARHGAP39	533	501	485	635	644	504	480	412
ARHGAP4	64	54	52	93	92	81	98	53
ARHGAP40	9	3	4	0	0	0	0	0
ARHGAP42	5	6	10	11	18	12	8	9
ARHGAP44	73	68	71	109	97	98	246	165
ARHGAP5	6256	5997	4387	4530	6344	4995	4949	5634
ARHGAP5-AS1	41	25	22	27	36	31	44	38
ARHGAP6	2	3	6	4	5	0	13	13
ARHGAP8	104	150	123	149	121	107	67	38
ARHGAP9	0	0	3	3	2	1	0	1
ARHGDIA	1396	1461	1783	2228	1850	1686	1420	1471
ARHGDIB	459	324	80	93	106	101	141	98
ARHGDIG	0	0	0	0	0	0	0	0
ARHGEF1	337	206	337	422	351	327	299	280
ARHGEF10	318	354	629	909	855	633	719	472
ARHGEF10L	835	860	823	1166	1013	981	803	680
ARHGEF11	1768	1366	1596	1857	2033	1810	2243	1704
ARHGEF12	4195	7564	4146	4487	5497	4194	5490	4898
ARHGEF15	0	0	1	1	5	5	4	1
ARHGEF16	218	184	195	282	270	234	214	129
ARHGEF17	241	195	439	655	625	557	441	377
ARHGEF18	179	174	136	195	192	147	232	207
ARHGEF19	146	133	178	234	229	184	241	167
ARHGEF2	1238	1101	1148	1502	1305	1055	1498	1206
ARHGEF25	175	133	182	290	320	255	413	301
ARHGEF26	1484	1489	1505	1416	2175	2020	1935	1678
ARHGEF26-AS1	72	49	49	44	84	71	89	82
ARHGEF28	159	224	184	155	189	144	210	117
ARHGEF3	344	224	206	299	312	305	243	170
ARHGEF3-AS1	0	0	0	0	0	0	0	0
ARHGEF33	38	41	67	68	65	29	18	24
ARHGEF34P	25	30	43	43	31	29	24	20
ARHGEF35	9	6	1	10	7	5	13	12
ARHGEF37	1021	1099	246	331	315	297	240	191
ARHGEF38	417	85	33	21	22	34	29	23
ARHGEF38-IT1	7	0	2	0	0	0	0	0
ARHGEF39	85	119	78	78	44	34	55	42
ARHGEF4	34	24	46	43	57	44	77	59
ARHGEF40	348	291	347	442	523	434	524	388
ARHGEF5	85	87	103	116	85	80	72	60
ARHGEF6	239	300	72	87	97	72	97	83
ARHGEF7	1749	1668	1499	1991	1691	1580	1112	868
ARHGEF9	517	594	509	564	776	664	670	559
ARID1A	1757	1909	2614	3241	2564	2394	1576	1435
ARID1B	2624	2274	2090	2667	2779	2556	1987	1819
ARID2	5170	4854	5047	5731	6364	5342	4424	4141
ARID3A	83	61	101	111	91	70	111	84
ARID3B	63	79	83	111	72	68	62	43
ARID3C	3	1	3	2	1	1	0	2
ARID4A	326	363	337	389	462	361	348	345
ARID4B	5345	4226	4784	5654	5933	5137	5893	5162
ARID5A	85	39	202	330	393	353	141	119
ARID5B	3508	2929	1267	2093	1759	1461	1332	916
ARIH1	3169	2385	2586	3085	3211	2538	3127	2753
ARIH2	1725	1297	1604	1793	1761	1517	1700	1340
ARIH2OS	22	23	5	11	22	21	30	19
ARL1	5793	4204	3274	3449	4716	3928	4624	4617
ARL10	1	0	0	4	2	1	1	0
ARL11	166	172	117	121	159	151	104	114
ARL13A	1	1	0	1	1	0	0	0
ARL13B	130	119	263	201	250	191	186	207
ARL14	0	0	1	1	0	2	2	4
ARL14EP	519	539	435	452	614	453	527	524
ARL14EPL	0	0	1	0	0	0	0	0
ARL15	172	123	225	209	313	258	225	240
ARL16	757	820	760	802	963	768	744	714
ARL17A	125	126	139	169	121	113	92	59
ARL2	86	38	31	43	41	45	71	61
ARL2-SNX15	142	95	136	130	162	126	175	162
ARL2BP	896	606	602	668	864	691	1117	956
ARL3	389	342	558	592	779	485	735	741
ARL4A	79	77	101	140	172	158	116	161
ARL4C	316	218	154	148	134	112	210	166
ARL4D	241	196	46	68	59	58	68	62
ARL5A	819	879	862	850	1157	823	825	1152
ARL5B	918	803	1335	1692	1932	1460	1215	1427
ARL5C	2	2	0	0	1	1	0	1
ARL6	77	71	96	97	157	118	139	179
ARL6IP1	9643	8886	4634	4413	5438	3659	6117	6314
ARL6IP4	740	506	385	507	614	436	790	591
ARL6IP5	2882	2410	1475	1479	1913	1505	1497	1718
ARL6IP6	384	370	282	301	263	230	238	262
ARL8A	927	625	665	965	958	844	1256	928
ARL8B	7760	6123	3748	4026	4878	3851	3410	3115
ARL9	4	2	8	12	8	2	3	5
ARMC1	2907	2563	2494	2367	3098	2306	2979	3106
ARMC10	291	315	292	266	395	243	287	258
ARMC12	1	0	4	2	3	4	2	2
ARMC2	227	295	428	449	497	446	384	284
ARMC3	3	1	0	1	1	0	0	0
ARMC4	13	6	10	15	18	20	23	37
ARMC5	105	131	105	144	169	144	180	142
ARMC6	452	352	334	400	473	362	478	389
ARMC7	147	145	234	266	229	219	144	155
ARMC8	1779	1826	1970	1973	2435	1954	1867	1727
ARMC9	501	231	468	527	590	442	576	392
ARMCX1	31	21	28	34	48	32	22	53
ARMCX2	28	28	27	19	21	18	26	23
ARMCX3	997	595	1295	1642	1929	1610	1598	1439
ARMCX4	124	134	144	200	178	171	88	95
ARMCX5	357	285	253	280	348	281	293	257
ARMCX5-GPRASP2	38	23	35	39	36	33	36	29
ARMCX6	126	101	126	148	152	107	121	116
ARMS2	0	0	0	0	0	1	0	0
ARMT1	3408	3109	2091	2118	2407	1785	1895	1920
ARNT	854	665	777	943	1034	897	906	757
ARNT2	382	363	541	615	914	733	1120	1068
ARNTL	414	318	139	182	149	150	235	142
ARNTL2	306	474	502	380	370	278	205	251
ARPC1A	1956	1334	1238	1507	1656	1335	1660	1449
ARPC1B	366	146	301	363	469	396	374	330
ARPC2	4215	2211	2744	3222	3484	2765	2598	2612
ARPC3	712	484	438	521	690	487	518	505
ARPC4	1472	901	895	1110	1275	1041	1657	1378
ARPC4-TTLL3	1	2	2	12	4	9	3	5
ARPC5	2315	1816	2140	2307	2861	2145	2649	2717
ARPC5L	501	393	431	498	494	426	446	386
ARPIN	184	112	86	80	94	93	174	163
ARPP19	7738	7667	5983	6550	9145	6929	9319	10034
ARPP21	0	0	1	1	1	0	0	2
ARR3	0	0	0	2	0	0	0	0
ARRB1	1890	1882	1394	1639	1702	1429	1635	1534
